transaction,address,bedroom,bathroom,sales_price,rent_perMonth,rent_perWeek,description,propertyType,location,agent,listing_source,listing_url,listed_date
rent,"Ariel House, London Dock, Wapping E1W",1.0,1,,2708,625,1 bedroom apartment to rent,apartment,E1W,,omt,https://www.onthemarket.com/details/13234689/,2023-05-20
rent,"Meranti House, Goodman's Fields, Aldgate E1",,1,,2600,600,Studio to rent,Studio,E1,,omt,https://www.onthemarket.com/details/13234688/,2023-05-20
rent,"Cityscape, Kensington Apartments, Aldgate E1",2.0,2,,3358,775,2 bedroom apartment to rent,apartment,E1,,omt,https://www.onthemarket.com/details/13234687/,2023-05-20
rent,"Queensland Terrace, Waterlow Court, Islington N7",,1,,1647,380,Studio to rent,Studio,N7,,omt,https://www.onthemarket.com/details/13234686/,2023-05-20
rent,"Avantgarde Tower, Shoreditch, London E1",2.0,2,,3467,800,2 bedroom apartment to rent,apartment,E1,,omt,https://www.onthemarket.com/details/13234685/,2023-05-20
rent,"Kensington Apartments, Cityscape, Aldgate E1",2.0,2,,3358,775,2 bedroom apartment to rent,apartment,E1,,omt,https://www.onthemarket.com/details/13234684/,2023-05-20
rent,"Dance Square, Clerkenwell, London EC1V",1.0,1,,2275,525,1 bedroom apartment to rent,apartment,EC1V,,omt,https://www.onthemarket.com/details/13234683/,2023-05-20
rent,"Crawford Building, One Commercial Street, Aldgate E1",2.0,2,,3250,750,2 bedroom apartment to rent,apartment,E1,,omt,https://www.onthemarket.com/details/13234682/,2023-05-20
rent,"Eagle Point, City Road, Shoreditch, EC1V",1.0,1,,2708,625,1 bedroom apartment to rent,apartment,EC1V,,omt,https://www.onthemarket.com/details/13234681/,2023-05-20
rent,"Princes Court, London",2.0,2,,2496,576,2 bedroom apartment to rent,apartment,London,View Lettings - London Bridge,omt,https://www.onthemarket.com/details/10771847/,> 14 days
rent,"Cashmere House, Goodman's Fields, Aldgate E1",2.0,2,,3987,920,2 bedroom apartment to rent,apartment,E1,Chase Evans - City & Aldgate,omt,https://www.onthemarket.com/details/13234680/,2023-05-20
rent,"One Crown Place, The City, London EC2A",2.0,2,,4767,1100,2 bedroom apartment to rent,apartment,EC2A,,omt,https://www.onthemarket.com/details/13234679/,2023-05-20
rent,"Neroli House, Goodman's Fields, Aldgate, E1",1.0,1,,3120,720,1 bedroom apartment to rent,apartment,E1,,omt,https://www.onthemarket.com/details/13234678/,2023-05-20
rent,"Kidbrook Village, SE3",2.0,2,,2340,540,2 bedroom flat to rent,flat,SE3,,omt,https://www.onthemarket.com/details/13234677/,2023-05-20
rent,"Sandringham Road, London, NW2",1.0,,,1600,369,1 bedroom apartment to rent,apartment,NW2,,omt,https://www.onthemarket.com/details/12735101/,2023-05-20
rent,"Bridge House Quay, Canary Wharf, London E14",2.0,2,,1907,440,2 bedroom apartment to rent,apartment,E14,,omt,https://www.onthemarket.com/details/13234660/,2023-05-20
rent,"HOLLAND ROAD, KENSAL GREEN, LONDON NW10",1.0,2,,820,189,1 bedroom in a house share to rent,house,NW10,,omt,https://www.onthemarket.com/details/8661423/,2023-05-20
rent,"Two Fifty One, Elephant & Castle, London SE1",1.0,1,,2383,550,1 bedroom apartment to rent,apartment,SE1,,omt,https://www.onthemarket.com/details/13048520/,2023-05-20
rent,"Hertford Street, Mayfair, London, W1J",3.0,3,,13000,3000,3 bedroom apartment to rent,apartment,W1J,,omt,https://www.onthemarket.com/details/13234643/,2023-05-20
rent,"GORING ROAD, N11 2BT, Bounds Green, London, N11",1.0,1,,1450,335,1 bedroom flat to rent,flat,N11,,omt,https://www.onthemarket.com/details/13234638/,2023-05-20
rent,"GORING ROAD, N11 2BT, Bounds Green, London, N11",1.0,1,,2200,508,1 bedroom flat to rent,flat,N11,,omt,https://www.onthemarket.com/details/13234637/,2023-05-20
rent,"High Street, Colliers Wood, SW19",1.0,1,,1550,358,1 bedroom apartment to rent,apartment,SW19,,omt,https://www.onthemarket.com/details/13234630/,2023-05-20
rent,"Durnsford Road, London, SW19",,1,,1350,312,Studio to rent,Studio,SW19,,omt,https://www.onthemarket.com/details/13234629/,2023-05-20
rent,"Maida Vale, Maida Vale, London, NW6",3.0,2,,4984,1150,3 bedroom terraced house to rent,terraced,NW6,,omt,https://www.onthemarket.com/details/13234623/,2023-05-20
rent,"Vanguard Building, Canary Wharf, London, E14",1.0,1,,2275,525,1 bedroom flat to rent,flat,E14,,omt,https://www.onthemarket.com/details/12993346/,2023-05-20
rent,"Tubbs Road, London NW10",3.0,1,,2800,646,3 bedroom terraced house to rent,terraced,NW10,,omt,https://www.onthemarket.com/details/13234612/,2023-05-20
rent,"Leeward Court, E1W",1.0,,,1725,398,1 bedroom flat to rent,flat,E1W,,omt,https://www.onthemarket.com/details/1455025/,2023-05-20
rent,"109-11 Haverstock Hill, Belsize Park, London, NW3",2.0,1,,2250,519,2 bedroom flat to rent,flat,NW3,,omt,https://www.onthemarket.com/details/13094639/,2023-05-20
rent,"Shooters Hill Road, London, Greater London, SE3 8UL",3.0,1,,2000,462,3 bedroom flat to rent,flat,8UL,,omt,https://www.onthemarket.com/details/13234595/,2023-05-20
rent,"Piazza Walk, London E1",1.0,1,,3250,750,1 bedroom in a flat share to rent,flat,E1,,omt,https://www.onthemarket.com/details/13234592/,2023-05-20
rent,"Bagshaw Building, Wardian, Isle Of Dogs E14",2.0,2,,3900,900,2 bedroom apartment to rent,apartment,E14,,omt,https://www.onthemarket.com/details/13234591/,2023-05-20
rent,"Skyline Plaza Building, E1",1.0,,,1595,368,1 bedroom flat to rent,flat,E1,,omt,https://www.onthemarket.com/details/537744/,2023-05-20
rent,"The Crescent, London, SW13",1.0,1,,1650,381,1 bedroom apartment to rent,apartment,SW13,Savills - Barnes,omt,https://www.onthemarket.com/details/11555402/,> 14 days
rent,"Skyline Plaza Building, E1",1.0,,,1595,368,1 bedroom flat to rent,flat,E1,Felicity J. Lord - Wapping,omt,https://www.onthemarket.com/details/2427682/,2023-05-20
rent,"Ikon House, E1W",1.0,,,1725,398,1 bedroom flat to rent,flat,E1W,,omt,https://www.onthemarket.com/details/537753/,2023-05-20
rent,"Cedar Road, Cricklewood, London NW2",5.0,1,,2999,692,5 bedroom semi-detached house to rent,semi-detached,NW2,,omt,https://www.onthemarket.com/details/13234580/,2023-05-20
rent,"John Silkin Lane, London , SE8",,1,,1325,306,Studio to rent,Studio,SE8,,omt,https://www.onthemarket.com/details/7070225/,2023-05-20
rent,"Hayes Grove, London, SE228DF",3.0,2,,2800,646,3 bedroom terraced house to rent,terraced,SE228DF,,omt,https://www.onthemarket.com/details/8600451/,2023-05-20
rent,"Penrose Street, London, SE17",3.0,1,,2400,554,3 bedroom apartment to rent,apartment,SE17,,omt,https://www.onthemarket.com/details/11881516/,2023-05-20
rent,"Great West Road, Osterley, Middlesex, TW7",,,,750,173,Semi detached house to rent,detached,TW7,,omt,https://www.onthemarket.com/details/11683833/,2023-05-20
rent,"West Tower, Pan Peninsula, Canary Wharf E14",1.0,1,,2318,535,1 bedroom apartment to rent,apartment,E14,,omt,https://www.onthemarket.com/details/13234545/,2023-05-20
rent,"Kingwood Apartments, Deptford Landings, Deptford SE8",2.0,2,,2200,508,2 bedroom flat to rent,flat,SE8,,omt,https://www.onthemarket.com/details/13234539/,2023-05-20
rent,"Viaduct Gardens, Nine Elms, London, SW11",,1,,2700,623,Studio to rent,Studio,SW11,,omt,https://www.onthemarket.com/details/13082535/,2023-05-20
rent,"Viaduct Gardens, Nine Elms, London, SW11",1.0,1,,3150,727,1 bedroom apartment to rent,apartment,SW11,,omt,https://www.onthemarket.com/details/13234529/,2023-05-20
rent,"Brymay Close, London, E3",1.0,1,,1577,364,1 bedroom apartment to rent,apartment,E3,,omt,https://www.onthemarket.com/details/13234527/,2023-05-20
rent,"Stevens House, Jerome Place",2.0,2,,2300,531,2 bedroom flat to rent,flat,Place,,omt,https://www.onthemarket.com/details/12292473/,2023-05-20
rent,"Maple Court, Arterial Avenue, Rainham, RM13",2.0,1,,1500,346,2 bedroom apartment to rent,apartment,RM13,,omt,https://www.onthemarket.com/details/9572496/,2023-05-20
rent,"Shooters Hill Road, SE3",2.0,,,1650,381,2 bedroom flat to rent,flat,SE3,,omt,https://www.onthemarket.com/details/13234515/,2023-05-20
rent,"Navigation House , Marine Wharf, Whiting Way, London, SE16",2.0,2,,2249,519,2 bedroom apartment to rent,apartment,SE16,,omt,https://www.onthemarket.com/details/13234513/,2023-05-20
rent,"Adeneny Close, W6",,1,,1452,335,Studio to rent,Studio,W6,,omt,https://www.onthemarket.com/details/12558982/,2023-05-20
rent,"Brookbank Road, London, Greater London, SE13",2.0,1,,1800,415,2 bedroom flat to rent,flat,SE13,,omt,https://www.onthemarket.com/details/13234512/,2023-05-20
rent,"Central Apartments, 455 High Road, Wembley, HA9",2.0,2,,2000,462,2 bedroom apartment to rent,apartment,HA9,,omt,https://www.onthemarket.com/details/13234510/,2023-05-20
rent,"The Drakes, 390 Evelyn Street, London, SE8",2.0,2,,1700,392,2 bedroom flat to rent,flat,SE8,,omt,https://www.onthemarket.com/details/10663669/,2023-05-20
rent,"Central Apartments, 455 High Road, Wembley, HA9",2.0,2,,2000,462,2 bedroom apartment to rent,apartment,HA9,,omt,https://www.onthemarket.com/details/13234508/,2023-05-20
rent,"Basildon Avenue, Clayhall,IG5 IG6 IG2 IG5",,1,,975,225,Studio to rent,Studio,IG5,,omt,https://www.onthemarket.com/details/13234507/,2023-05-20
rent,"Staines Road West, Sunbury On Thames, TW16",2.0,,,1600,369,2 bedroom apartment to rent,apartment,TW16,Chancellors - Sunbury-on-Thames New Homes Lettings,omt,https://www.onthemarket.com/details/11549766/,> 14 days
rent,"Chicksand House, Chiksand Street, E1",2.0,1,,1946,449,2 bedroom apartment to rent,apartment,E1,Hawk & Eagle - London,omt,https://www.onthemarket.com/details/13234503/,2023-05-20
rent,"North Boulevard, Baltimore Wharf, Canary Wharf E14",1.0,1,,2145,495,1 bedroom apartment to rent,apartment,E14,,omt,https://www.onthemarket.com/details/13234500/,2023-05-20
rent,"Newton Lodge, West Parkside, London, SE10",2.0,1,,1972,455,2 bedroom apartment to rent,apartment,SE10,,omt,https://www.onthemarket.com/details/13234499/,2023-05-20
rent,"Guinevere Court, King George Crescent, Wembley, HA0",2.0,2,,2000,462,2 bedroom apartment to rent,apartment,HA0,,omt,https://www.onthemarket.com/details/13234498/,2023-05-20
rent,"Earsby Street, London, W14",1.0,1,,1700,392,1 bedroom apartment to rent,apartment,W14,,omt,https://www.onthemarket.com/details/13179973/,2023-05-20
rent,"Notting Hill Gate, Gate Hill Court, W11",2.0,1,,2500,577,2 bedroom ground floor flat to rent,flat,W11,,omt,https://www.onthemarket.com/details/13234493/,2023-05-20
rent,"Buckle st. Aldgate East, London, E1",3.0,2,,5200,1200,3 bedroom flat to rent,flat,E1,,omt,https://www.onthemarket.com/details/13234492/,2023-05-20
rent,"High Road, South Woodford, E18",1.0,1,,1350,312,1 bedroom apartment to rent,apartment,E18,,omt,https://www.onthemarket.com/details/13023945/,2023-05-20
rent,"Highfield Road, Essex, RM5",3.0,1,,1700,392,3 bedroom terraced house to rent,terraced,RM5,,omt,https://www.onthemarket.com/details/13234491/,2023-05-20
rent,"Baltic Apartments, Western Gateway, London, E16",1.0,1,,1651,381,1 bedroom apartment to rent,apartment,E16,,omt,https://www.onthemarket.com/details/13234485/,2023-05-20
rent,Tottenham Lane London N8,1.0,1,,1450,335,1 bedroom flat to rent,flat,N8,,omt,https://www.onthemarket.com/details/13234477/,2023-05-20
rent,"Royal Crescent, London, W11",2.0,1,,2500,577,2 bedroom flat to rent,flat,W11,,omt,https://www.onthemarket.com/details/13234471/,2023-05-20
rent,"Westbourne Gardens, Notting Hill, W2",2.0,2,,3033,700,2 bedroom flat to rent,flat,W2,,omt,https://www.onthemarket.com/details/13214428/,2023-05-20
rent,"Gainsboro Gardens, UB6",3.0,,,2400,554,3 bedroom end of terrace house to rent,house,UB6,,omt,https://www.onthemarket.com/details/13234461/,2023-05-20
rent,"Griffin Road, London, Greater London, SE18",1.0,1,,1300,300,1 bedroom flat to rent,flat,SE18,,omt,https://www.onthemarket.com/details/13234455/,2023-05-20
rent,"Forum House, HA9",2.0,,,2350,542,2 bedroom duplex to rent,duplex,HA9,,omt,https://www.onthemarket.com/details/13234448/,2023-05-20
rent,"Larch Road, London NW2",,1,,1350,312,Studio to rent,Studio,NW2,,omt,https://www.onthemarket.com/details/13234443/,2023-05-20
rent,"Cannon Street Road, Shadwell E1",2.0,1,,1750,404,2 bedroom flat to rent,flat,E1,,omt,https://www.onthemarket.com/details/9309926/,2023-05-20
rent,"Tff, Chamberlayne Road, Kensal Rise, NW10",1.0,1,,1560,360,1 bedroom apartment to rent,apartment,NW10,,omt,https://www.onthemarket.com/details/5748585/,2023-05-20
rent,"UNCLE Colindale, Aeriel Square, London, NW9",2.0,1,,2272,524,2 bedroom apartment to rent,apartment,NW9,,omt,https://www.onthemarket.com/details/13234435/,2023-05-20
rent,"Plumbers Row, Spitalfields, E1",2.0,2,,2513,580,2 bedroom flat to rent,flat,E1,,omt,https://www.onthemarket.com/details/5276553/,2023-05-20
rent,"Deptford High Street, Deptford, London, SE8",2.0,2,,2200,508,2 bedroom flat to rent,flat,SE8,,omt,https://www.onthemarket.com/details/13234430/,2023-05-20
rent,"Meranti Apartments, Deptford Landings, Deptford SE8",2.0,2,,2210,510,2 bedroom apartment to rent,apartment,SE8,Chase Evans - Greenwich,omt,https://www.onthemarket.com/details/13220533/,< 7 days
rent,"PALMERSTON ROAD, LONDON, N22 8QS, Bowes Park, London, N22",5.0,3,,4500,1038,5 bedroom terraced house to rent,terraced,N22,Foxtons - Wood Green,omt,https://www.onthemarket.com/details/13234428/,2023-05-20
rent,"PALMERSTON ROAD, LONDON, N22 8QS, Bowes Park, London, N22",5.0,3,,6500,1500,5 bedroom terraced house to rent,terraced,N22,,omt,https://www.onthemarket.com/details/13234427/,2023-05-20
rent,"Kings Road, Kings Road, London, SW3",1.0,1,,4334,1000,1 bedroom flat to rent,flat,SW3,,omt,https://www.onthemarket.com/details/13234419/,2023-05-20
rent,"Arundel Gardens, Notting Hill, London, W11",2.0,1,,4117,950,2 bedroom flat to rent,flat,W11,,omt,https://www.onthemarket.com/details/13234417/,2023-05-20
rent,"Lovelace Gardens, Surbiton, KT6",1.0,1,,2300,531,1 bedroom flat to rent,flat,KT6,,omt,https://www.onthemarket.com/details/13234414/,2023-05-20
rent,"Amiot House, Heritage Avenue, Colindale, NW9",1.0,1,,1603,370,1 bedroom apartment to rent,apartment,NW9,,omt,https://www.onthemarket.com/details/13234398/,2023-05-20
rent,"8 Shirley Street, Canning Town, London E16",2.0,1,,2200,508,2 bedroom apartment to rent,apartment,E16,,omt,https://www.onthemarket.com/details/12970298/,2023-05-20
rent,"Nell Gwynn House, Sloane Avenue, London",1.0,1,,2700,623,1 bedroom apartment to rent,apartment,London,,omt,https://www.onthemarket.com/details/13234390/,2023-05-20
rent,"Building 50, Argyll Road, Royal Arsenal, SE18",2.0,2,,1995,460,2 bedroom flat to rent,flat,SE18,,omt,https://www.onthemarket.com/details/13063766/,2023-05-20
rent,"City Tower, 3 Limeharbour, London E14",2.0,2,,2350,542,2 bedroom apartment to rent,apartment,E14,,omt,https://www.onthemarket.com/details/13004241/,2023-05-20
rent,"Alphabet Square, Bow, London, E3",3.0,2,,2500,577,3 bedroom apartment to rent,apartment,E3,,omt,https://www.onthemarket.com/details/13234389/,2023-05-20
rent,"Wealden House, Capulet Square, Bromley-by-Bow E3",1.0,1,,1680,388,1 bedroom apartment to rent,apartment,E3,,omt,https://www.onthemarket.com/details/13234388/,2023-05-20
rent,"City Tower, 3 Limeharbour, London E14",2.0,2,,2500,577,2 bedroom flat to rent,flat,E14,,omt,https://www.onthemarket.com/details/12857500/,2023-05-20
rent,"8 Shirley Street, Canning Town, E16",2.0,1,,2300,531,2 bedroom apartment to rent,apartment,E16,,omt,https://www.onthemarket.com/details/12831988/,2023-05-20
rent,"Ontario Tower, Fairmont Avenue, Canary Wharf E14",,1,,1750,404,Studio to rent,Studio,E14,,omt,https://www.onthemarket.com/details/13234387/,2023-05-20
rent,"134 Trinity Road, London SW17 7HS",3.0,,,3200,738,3 bedroom ground floor flat to rent,flat,7HS,,omt,https://www.onthemarket.com/details/13059814/,2023-05-20
rent,"Elderfield Road, Clapton, E5",3.0,1,,2500,577,3 bedroom apartment to rent,apartment,E5,,omt,https://www.onthemarket.com/details/13234384/,2023-05-20
rent,"Westbourne Terrace, Paddington W2",,1,,1600,369,Studio to rent,Studio,W2,,omt,https://www.onthemarket.com/details/13234381/,2023-05-20
rent,"Westbourne Terrace, Paddington W2",,1,,1600,369,Studio to rent,Studio,W2,,omt,https://www.onthemarket.com/details/13234380/,2023-05-20
rent,"Sutherland Road, N17",1.0,,,800,185,1 bedroom in a flat share to rent,flat,N17,,omt,https://www.onthemarket.com/details/12843270/,2023-05-20
rent,"Latymer Court, Hammersmith Road, Hammersmith, W6",3.0,2,,3300,762,3 bedroom flat to rent,flat,W6,,omt,https://www.onthemarket.com/details/13234363/,2023-05-20
rent,"Kirkfield House, 118-120 Station Road, Harrow, HA1",,1,,1325,306,Studio to rent,Studio,HA1,,omt,https://www.onthemarket.com/details/3174634/,2023-05-20
rent,"Albert Embankment, London, SE1",2.0,2,,3033,700,2 bedroom apartment to rent,apartment,SE1,Savills - Nine Elms Lettings,omt,https://www.onthemarket.com/details/12708665/,> 14 days
rent,"Royal Circus, West Norwood, SE27",1.0,1,,750,173,1 bedroom in a house share to rent,house,SE27,Moving Inn - West Norwood,omt,https://www.onthemarket.com/details/13154117/,2023-05-20
rent,"Kings Court, London, W6 0RW",1.0,1,,1650,381,1 bedroom flat to rent,flat,0RW,,omt,https://www.onthemarket.com/details/13192836/,2023-05-20
rent,Double room to rent in Sutton SM2. Bills included. Offered couples.,4.0,1,,1000,231,4 bedroom house share to rent,house,couples.,,omt,https://www.onthemarket.com/details/13234342/,2023-05-20
rent,"Marlborough Hill, Harrow, HA1",3.0,1,,2100,485,3 bedroom terraced house to rent,terraced,HA1,,omt,https://www.onthemarket.com/details/13234334/,2023-05-20
rent,"Latymer Court, Hammersmith Road, Hammersmith, W6",3.0,1,,3000,692,3 bedroom flat to rent,flat,W6,,omt,https://www.onthemarket.com/details/9117048/,2023-05-20
rent,"Arlington Avenue, Islington, N17AX",1.0,1,,1600,369,1 bedroom flat to rent,flat,N17AX,,omt,https://www.onthemarket.com/details/10726994/,2023-05-20
rent,"Slingsby Place, Covent Garden, WC2E",,1,,2015,465,Studio to rent,Studio,WC2E,,omt,https://www.onthemarket.com/details/8778119/,2023-05-20
rent,"Camden High Street, Camden Town, NW1",,1,,1083,250,Studio to rent,Studio,NW1,,omt,https://www.onthemarket.com/details/10827201/,2023-05-20
rent,"Ravensbourne House, Broadley Street, London, NW8",1.0,1,,1500,346,1 bedroom flat to rent,flat,NW8,,omt,https://www.onthemarket.com/details/11418963/,2023-05-20
rent,Basevi Way,2.0,,,1650,381,2 bedroom flat to rent,flat,Way,,omt,https://www.onthemarket.com/details/9340644/,2023-05-20
rent,"UNCLE Southall, Merrick Road, Southall, UB2",2.0,2,,1852,427,2 bedroom apartment to rent,apartment,UB2,,omt,https://www.onthemarket.com/details/13234297/,2023-05-20
rent,"UNCLE Colindale, Aerial Square, London, NW9",3.0,2,,2924,675,3 bedroom apartment to rent,apartment,NW9,,omt,https://www.onthemarket.com/details/13234294/,2023-05-20
rent,"UNCLE Southall, Merrick Road, Southall, UB2",2.0,2,,2207,509,2 bedroom apartment to rent,apartment,UB2,,omt,https://www.onthemarket.com/details/13234289/,2023-05-20
rent,"UNCLE Colindale, Aerial Square, London, NW9",2.0,2,,2246,518,2 bedroom apartment to rent,apartment,NW9,,omt,https://www.onthemarket.com/details/13234288/,2023-05-20
rent,"Reliance Wharf, Hertford Road, London, N1",3.0,2,,3500,808,3 bedroom flat to rent,flat,N1,,omt,https://www.onthemarket.com/details/13234287/,2023-05-20
rent,"One Blackfriars, Southwark, London SE1",,1,,3683,850,Studio to rent,Studio,SE1,,omt,https://www.onthemarket.com/details/13116429/,2023-05-20
rent,"UNCLE Colindale, Aerial Square, London, NW9",3.0,2,,2750,635,3 bedroom apartment to rent,apartment,NW9,,omt,https://www.onthemarket.com/details/13234279/,2023-05-20
rent,"Drayton Green Road, Ealing, London, W13",2.0,2,,1900,438,2 bedroom apartment to rent,apartment,W13,,omt,https://www.onthemarket.com/details/10625088/,2023-05-20
rent,"Waterside Park, Waterside Heights, Royal Docks E16",2.0,1,,2167,500,2 bedroom apartment to rent,apartment,E16,,omt,https://www.onthemarket.com/details/13052373/,2023-05-20
rent,"St Pauls Road, Islington, London, N1",3.0,1,,3467,800,3 bedroom terraced house to rent,terraced,N1,,omt,https://www.onthemarket.com/details/13234272/,2023-05-20
rent,"UNCLE Southall, Merrick Road, Southall, UB2",1.0,1,,1940,448,1 bedroom apartment to rent,apartment,UB2,,omt,https://www.onthemarket.com/details/13234269/,2023-05-20
rent,"UNCLE Southall, Merrick Road, Southall, UB2",1.0,1,,1800,415,1 bedroom apartment to rent,apartment,UB2,,omt,https://www.onthemarket.com/details/13234267/,2023-05-20
rent,"South Kensington, Kensington SW7",1.0,1,,3445,795,1 bedroom flat to rent,flat,SW7,Ruck & Ruck - London,omt,https://www.onthemarket.com/details/4352342/,> 14 days
