transaction,address,bedroom,bathroom,living_room,sales_price,rent_perMonth,rent_perWeek,description,propertyType,location,agent,listing_source,listing_url,listed_date
rent,"Anson Road, Willesden Green NW2",2,1,1,,2123,490,"A second (top) floor two double bedroom flat is available to let. The flat consists of two double bedroom with fitted wardrobes, bright reception ...",flat,NW2,Find My Home,zoopla,https://www.zoopla.co.uk/to-rent/details/64676643/?search_identifier=e29133bd9e33b6e9fd2e1ebde51741c0b3e350a8f4b13ddf07b33e77b503a8b7,20-05-2023
rent,"Dudley Rd, Ilford London IG1",1,3,1,,900,208,"A Wonderful Massive Double room available to let in ILford .Redbridge comes with all bills inclusive, fully furnished and beautifully decorated. ...",semi-detached,IG1,LondonRoomz,zoopla,https://www.zoopla.co.uk/to-rent/details/61471305/?search_identifier=e29133bd9e33b6e9fd2e1ebde51741c0b3e350a8f4b13ddf07b33e77b503a8b7,20-05-2023
rent,"Barber Close, London N21",4,3,1,,3500,808,4 Bedroom House to Rent in Winchmore Hill N21.,semi-detached,N21,Oxo Property,zoopla,https://www.zoopla.co.uk/to-rent/details/64676634/?search_identifier=e29133bd9e33b6e9fd2e1ebde51741c0b3e350a8f4b13ddf07b33e77b503a8b7,20-05-2023
rent,"Gurney Close, Barking IG11",2,1,,,1600,369,"We are proud to offer this delightful 2 bedroom, 1 bathroom bungalow in a great location. Available to move in from 31 May 2023, this property ...",flat,IG11,OpenRent,zoopla,https://www.zoopla.co.uk/to-rent/details/64676622/?search_identifier=e29133bd9e33b6e9fd2e1ebde51741c0b3e350a8f4b13ddf07b33e77b503a8b7,20-05-2023
rent,"Andover Road, Twickenham TW2",3,1,,,2700,623,"A stunning two double bedroom mid-terrace home which has been tastefully refurbished by the currents owners. Bright and spacious throughout, the ...",terraced,TW2,OpenRent,zoopla,https://www.zoopla.co.uk/to-rent/details/64676623/?search_identifier=e29133bd9e33b6e9fd2e1ebde51741c0b3e350a8f4b13ddf07b33e77b503a8b7,20-05-2023
rent,"Cold Harbour, Canary Wharf E14",2,1,,,2200,508,Modern 2-bed flat with stunning views over the River Thames and O2 Arena. It is part of a flat complex comprised of 12 properties. The flat is ...,flat,E14,OpenRent,zoopla,https://www.zoopla.co.uk/to-rent/details/64676626/?search_identifier=e29133bd9e33b6e9fd2e1ebde51741c0b3e350a8f4b13ddf07b33e77b503a8b7,20-05-2023
rent,"Homer Street, London W1H",2,1,,,2925,675,2 bedroom in the heart of London. 2nd floor Very bright and airy . Very close to all London attractions . Suitable for students. 2 bedrooms 1 ...,flat,W1H,OpenRent,zoopla,https://www.zoopla.co.uk/to-rent/details/64676627/?search_identifier=e29133bd9e33b6e9fd2e1ebde51741c0b3e350a8f4b13ddf07b33e77b503a8b7,20-05-2023
rent,"Rope Street, London SE16",6,3,,,5300,1223,Waterside property in idyllic Canada Water available for rent.The property is available for groups of renters/students with strong guarantors/ ...,flat,SE16,OpenRent,zoopla,https://www.zoopla.co.uk/to-rent/details/64676628/?search_identifier=e29133bd9e33b6e9fd2e1ebde51741c0b3e350a8f4b13ddf07b33e77b503a8b7,20-05-2023
rent,"Barber Close, London N21",2,1,1,,2150,496,2 Bedroom Flat to Rent in Winchmore Hill N21.,flat,N21,Oxo Property,zoopla,https://www.zoopla.co.uk/to-rent/details/64676621/?search_identifier=e29133bd9e33b6e9fd2e1ebde51741c0b3e350a8f4b13ddf07b33e77b503a8b7,20-05-2023
rent,"Woodlands Park Road, London N15",4,2,,,2400,554,"The AreaA four-bedroom, 2 bathroom Victorian terraced half house split over three floors including loft conversion and private south-facing garden ...",terraced,N15,OpenRent,zoopla,https://www.zoopla.co.uk/to-rent/details/64676618/?search_identifier=e29133bd9e33b6e9fd2e1ebde51741c0b3e350a8f4b13ddf07b33e77b503a8b7,20-05-2023
rent,"Chapman House, Feltham TW13",2,2,,,1600,369,"must see flat ! Offering amazing living space with 2 bedroom, 2 bathroom (1 en-suite & 1 family bath), balcony all around the flat with secure ...",flat,TW13,OpenRent,zoopla,https://www.zoopla.co.uk/to-rent/details/64676620/?search_identifier=e29133bd9e33b6e9fd2e1ebde51741c0b3e350a8f4b13ddf07b33e77b503a8b7,20-05-2023
rent,"Elms Lane, Wembley HA0",2,1,,,1650,381,"A beautifully presented, first floor maisonette comprising of two large double bedrooms, fully fitted kitchen, modern bathroom and a spacious ...",flat,HA0,OpenRent,zoopla,https://www.zoopla.co.uk/to-rent/details/64676614/?search_identifier=e29133bd9e33b6e9fd2e1ebde51741c0b3e350a8f4b13ddf07b33e77b503a8b7,20-05-2023
rent,"Penywern Road, London SW5",1,1,,,2199,507,"A beautifully presented, one double bedroom, second floor flat, superbly located within a few yards of Earls Court Road with its vast array of ...",flat,SW5,OpenRent,zoopla,https://www.zoopla.co.uk/to-rent/details/64676615/?search_identifier=e29133bd9e33b6e9fd2e1ebde51741c0b3e350a8f4b13ddf07b33e77b503a8b7,20-05-2023
rent,"Cleeve House, London E2",3,2,,,4000,923,"3 Bed Flat, Cleeve House, E2 We are proud to offer this delightful 3 bedroom, 2 bathroom flat in a great location. Available to move in from 28 ...",flat,E2,OpenRent,zoopla,https://www.zoopla.co.uk/to-rent/details/64676593/?search_identifier=e29133bd9e33b6e9fd2e1ebde51741c0b3e350a8f4b13ddf07b33e77b503a8b7,20-05-2023
rent,"Spur House, London SW19",2,1,,,2200,508,"Spacious and modern 2 double bedroom flat available for rent. The property is opposite south Wimbledon underground station (northern line), and is ...",flat,SW19,OpenRent,zoopla,https://www.zoopla.co.uk/to-rent/details/64676595/?search_identifier=e29133bd9e33b6e9fd2e1ebde51741c0b3e350a8f4b13ddf07b33e77b503a8b7,20-05-2023
rent,"Sheen Road, Richmond TW9",1,,,,1800,415,"A well-presented spacious apartment with an impressive open plan reception room/kitchen leading to a huge 23 x 16 foot lower floor, currently used ...",flat,TW9,John D Wood & Co. - Richmond Lettings,zoopla,https://www.zoopla.co.uk/to-rent/details/64676728/?search_identifier=33f5294fcac540bb24f72139867afddc410d0049a0ee986d96b98b184d5f285c,20-05-2023
rent,"Astonville Street, London SW18",2,,,,1900,438,Beautifully-presented two bedroom garden flat on Southfields grid.,maisonette,SW18,John D Wood & Co. - Southfields Lettings,zoopla,https://www.zoopla.co.uk/to-rent/details/64676733/?search_identifier=33f5294fcac540bb24f72139867afddc410d0049a0ee986d96b98b184d5f285c,20-05-2023
rent,"Mitcham Road, London E6",4,1,1,,2500,577,***available first week of June*** *** We are proud to pressent to the market this fully furnished 4 bedroom mid terrace house located in the ...,,E6,Bairstow Eves - Stratford Lettings,zoopla,https://www.zoopla.co.uk/to-rent/details/64676734/?search_identifier=33f5294fcac540bb24f72139867afddc410d0049a0ee986d96b98b184d5f285c,20-05-2023
rent,"Kingston Road, London SW19",2,1,1,,1950,450,"Beautifully presented two bedroom flat with parking space and private garden, conveniently situated for Wimbledon Town.",flat,SW19,John D Wood & Co. - Southfields Lettings,zoopla,https://www.zoopla.co.uk/to-rent/details/64676737/?search_identifier=33f5294fcac540bb24f72139867afddc410d0049a0ee986d96b98b184d5f285c,20-05-2023
rent,"Woodstock Gardens, Beckenham BR3",1,1,1,,1350,312,"Fantastic 1 bedroom ground floor flat available, zero deposit option, newly fitted kitchen, newly fitted bathroom suite, good size bedroom and ...",flat,BR3,Andrew Reeves Countrywide - Beckenham,zoopla,https://www.zoopla.co.uk/to-rent/details/54145299/?search_identifier=33f5294fcac540bb24f72139867afddc410d0049a0ee986d96b98b184d5f285c,20-05-2023
rent,"238 London Road, Twickenham TW1",1,1,1,,1400,323,*** No Administration Fee if you move by 30th June *** This superb ground floor apartment forms part of a detached Edwardian building and boasts ...,,TW1,John D Wood & Co. - St. Margarets Lettings,zoopla,https://www.zoopla.co.uk/to-rent/details/64676727/?search_identifier=33f5294fcac540bb24f72139867afddc410d0049a0ee986d96b98b184d5f285c,20-05-2023
rent,"Sandford Road, Bromley BR2",2,1,1,,1450,335,"**available in now** - two bedroom first floor flat to rent, with off street parking, centrally located and minutes walk from bromley south station!",,BR2,Andrew Reeves Countrywide - Bromley,zoopla,https://www.zoopla.co.uk/to-rent/details/64676724/?search_identifier=33f5294fcac540bb24f72139867afddc410d0049a0ee986d96b98b184d5f285c,20-05-2023
rent,"London Road, Forest Hill SE23",1,1,1,,1300,300,Short term - Commuters delight! This sassy one bedder in a purpose built block bang in the heart of Forest Hill with brand spanking new interior. ...,flat,SE23,Leaders - Forest Hill,zoopla,https://www.zoopla.co.uk/to-rent/details/64676677/?search_identifier=33f5294fcac540bb24f72139867afddc410d0049a0ee986d96b98b184d5f285c,20-05-2023
rent,"City Road, London EC1V",2,1,,,3792,875,*Brand New* 2 bed 1 bath apartment to rent at 250 City Road with City Views!,flat,EC1V,One London,zoopla,https://www.zoopla.co.uk/to-rent/details/64676674/?search_identifier=33f5294fcac540bb24f72139867afddc410d0049a0ee986d96b98b184d5f285c,20-05-2023
rent,"Kempshott Road, London SW16",2,1,1,,1900,438,"A tastefully presented, split-level flat with a private garden offering excellent contemporary-style accommodation over two floors. This light ...",flat,SW16,Winkworth - Streatham,zoopla,https://www.zoopla.co.uk/to-rent/details/62320213/?search_identifier=33f5294fcac540bb24f72139867afddc410d0049a0ee986d96b98b184d5f285c,20-05-2023
rent,"Seymour Road, London N8",2,1,1,,2100,485,Two double bedroom ground floor Victorian conversion situated on the Harringay Ladder.,terraced,N8,Winkworth - Harringay,zoopla,https://www.zoopla.co.uk/to-rent/details/64676668/?search_identifier=33f5294fcac540bb24f72139867afddc410d0049a0ee986d96b98b184d5f285c,20-05-2023
rent,"Fitzjohn's Avenue, Hampstead NW3",3,3,1,,8498,1961,"Forming part of this magnificent development, a stunning 3 Bedroom duplex apartment, set over the raised ground and garden level of this ...",flat,NW3,TK International,zoopla,https://www.zoopla.co.uk/to-rent/details/64676664/?search_identifier=33f5294fcac540bb24f72139867afddc410d0049a0ee986d96b98b184d5f285c,20-05-2023
rent,"Powis Gardens, London NW11",,1,,,1200,277,Description Property Reference Number: 100684. This first floor flat comprises a separate kitchen and shower room. Perfectly located close to ...,Studio,NW11,PropertyLoop,zoopla,https://www.zoopla.co.uk/to-rent/details/64676667/?search_identifier=33f5294fcac540bb24f72139867afddc410d0049a0ee986d96b98b184d5f285c,20-05-2023
rent,"Field End Road, Ruislip, London HA4",1,1,,,1425,329,Description Property Reference Number: 100688. An immaculate and stylishly presented ground floor one bedroom apartment set within this luxury ...,flat,HA4,PropertyLoop,zoopla,https://www.zoopla.co.uk/to-rent/details/64676651/?search_identifier=33f5294fcac540bb24f72139867afddc410d0049a0ee986d96b98b184d5f285c,20-05-2023
rent,"Anson Road, Willesden Green NW2",2,1,1,,2123,490,"A second (top) floor two double bedroom flat is available to let. The flat consists of two double bedroom with fitted wardrobes, bright reception ...",flat,NW2,Find My Home,zoopla,https://www.zoopla.co.uk/to-rent/details/64676643/?search_identifier=33f5294fcac540bb24f72139867afddc410d0049a0ee986d96b98b184d5f285c,20-05-2023
rent,"Dudley Rd, Ilford London IG1",1,3,1,,900,208,"A Wonderful Massive Double room available to let in ILford .Redbridge comes with all bills inclusive, fully furnished and beautifully decorated. ...",semi-detached,IG1,LondonRoomz,zoopla,https://www.zoopla.co.uk/to-rent/details/61471305/?search_identifier=33f5294fcac540bb24f72139867afddc410d0049a0ee986d96b98b184d5f285c,20-05-2023
rent,"Barber Close, London N21",4,3,1,,3500,808,4 Bedroom House to Rent in Winchmore Hill N21.,semi-detached,N21,Oxo Property,zoopla,https://www.zoopla.co.uk/to-rent/details/64676634/?search_identifier=33f5294fcac540bb24f72139867afddc410d0049a0ee986d96b98b184d5f285c,20-05-2023
rent,"Gurney Close, Barking IG11",2,1,,,1600,369,"We are proud to offer this delightful 2 bedroom, 1 bathroom bungalow in a great location. Available to move in from 31 May 2023, this property ...",flat,IG11,OpenRent,zoopla,https://www.zoopla.co.uk/to-rent/details/64676622/?search_identifier=33f5294fcac540bb24f72139867afddc410d0049a0ee986d96b98b184d5f285c,20-05-2023
rent,"Andover Road, Twickenham TW2",3,1,,,2700,623,"A stunning two double bedroom mid-terrace home which has been tastefully refurbished by the currents owners. Bright and spacious throughout, the ...",terraced,TW2,OpenRent,zoopla,https://www.zoopla.co.uk/to-rent/details/64676623/?search_identifier=33f5294fcac540bb24f72139867afddc410d0049a0ee986d96b98b184d5f285c,20-05-2023
rent,"Cold Harbour, Canary Wharf E14",2,1,,,2200,508,Modern 2-bed flat with stunning views over the River Thames and O2 Arena. It is part of a flat complex comprised of 12 properties. The flat is ...,flat,E14,OpenRent,zoopla,https://www.zoopla.co.uk/to-rent/details/64676626/?search_identifier=33f5294fcac540bb24f72139867afddc410d0049a0ee986d96b98b184d5f285c,20-05-2023
rent,"Homer Street, London W1H",2,1,,,2925,675,2 bedroom in the heart of London. 2nd floor Very bright and airy . Very close to all London attractions . Suitable for students. 2 bedrooms 1 ...,flat,W1H,OpenRent,zoopla,https://www.zoopla.co.uk/to-rent/details/64676627/?search_identifier=33f5294fcac540bb24f72139867afddc410d0049a0ee986d96b98b184d5f285c,20-05-2023
rent,"Rope Street, London SE16",6,3,,,5300,1223,Waterside property in idyllic Canada Water available for rent.The property is available for groups of renters/students with strong guarantors/ ...,flat,SE16,OpenRent,zoopla,https://www.zoopla.co.uk/to-rent/details/64676628/?search_identifier=33f5294fcac540bb24f72139867afddc410d0049a0ee986d96b98b184d5f285c,20-05-2023
rent,"Barber Close, London N21",2,1,1,,2150,496,2 Bedroom Flat to Rent in Winchmore Hill N21.,flat,N21,Oxo Property,zoopla,https://www.zoopla.co.uk/to-rent/details/64676621/?search_identifier=33f5294fcac540bb24f72139867afddc410d0049a0ee986d96b98b184d5f285c,20-05-2023
rent,"Woodlands Park Road, London N15",4,2,,,2400,554,"The AreaA four-bedroom, 2 bathroom Victorian terraced half house split over three floors including loft conversion and private south-facing garden ...",terraced,N15,OpenRent,zoopla,https://www.zoopla.co.uk/to-rent/details/64676618/?search_identifier=33f5294fcac540bb24f72139867afddc410d0049a0ee986d96b98b184d5f285c,20-05-2023
rent,"Chapman House, Feltham TW13",2,2,,,1600,369,"must see flat ! Offering amazing living space with 2 bedroom, 2 bathroom (1 en-suite & 1 family bath), balcony all around the flat with secure ...",flat,TW13,OpenRent,zoopla,https://www.zoopla.co.uk/to-rent/details/64676620/?search_identifier=33f5294fcac540bb24f72139867afddc410d0049a0ee986d96b98b184d5f285c,20-05-2023
rent,"Sheen Road, Richmond TW9",1,,,,1800,415,"A well-presented spacious apartment with an impressive open plan reception room/kitchen leading to a huge 23 x 16 foot lower floor, currently used ...",flat,TW9,John D Wood & Co. - Richmond Lettings,zoopla,https://www.zoopla.co.uk/to-rent/details/64676728/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,20-05-2023
rent,"Astonville Street, London SW18",2,,,,1900,438,Beautifully-presented two bedroom garden flat on Southfields grid.,maisonette,SW18,John D Wood & Co. - Southfields Lettings,zoopla,https://www.zoopla.co.uk/to-rent/details/64676733/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,20-05-2023
rent,"Mitcham Road, London E6",4,1,1,,2500,577,***available first week of June*** *** We are proud to pressent to the market this fully furnished 4 bedroom mid terrace house located in the ...,,E6,Bairstow Eves - Stratford Lettings,zoopla,https://www.zoopla.co.uk/to-rent/details/64676734/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,20-05-2023
rent,"Kingston Road, London SW19",2,1,1,,1950,450,"Beautifully presented two bedroom flat with parking space and private garden, conveniently situated for Wimbledon Town.",flat,SW19,John D Wood & Co. - Southfields Lettings,zoopla,https://www.zoopla.co.uk/to-rent/details/64676737/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,20-05-2023
rent,"Woodstock Gardens, Beckenham BR3",1,1,1,,1350,312,"Fantastic 1 bedroom ground floor flat available, zero deposit option, newly fitted kitchen, newly fitted bathroom suite, good size bedroom and ...",flat,BR3,Andrew Reeves Countrywide - Beckenham,zoopla,https://www.zoopla.co.uk/to-rent/details/54145299/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,20-05-2023
rent,"238 London Road, Twickenham TW1",1,1,1,,1400,323,*** No Administration Fee if you move by 30th June *** This superb ground floor apartment forms part of a detached Edwardian building and boasts ...,,TW1,John D Wood & Co. - St. Margarets Lettings,zoopla,https://www.zoopla.co.uk/to-rent/details/64676727/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,20-05-2023
rent,"Sandford Road, Bromley BR2",2,1,1,,1450,335,"**available in now** - two bedroom first floor flat to rent, with off street parking, centrally located and minutes walk from bromley south station!",,BR2,Andrew Reeves Countrywide - Bromley,zoopla,https://www.zoopla.co.uk/to-rent/details/64676724/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,20-05-2023
rent,"London Road, Forest Hill SE23",1,1,1,,1300,300,Short term - Commuters delight! This sassy one bedder in a purpose built block bang in the heart of Forest Hill with brand spanking new interior. ...,flat,SE23,Leaders - Forest Hill,zoopla,https://www.zoopla.co.uk/to-rent/details/64676677/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,20-05-2023
rent,"City Road, London EC1V",2,1,,,3792,875,*Brand New* 2 bed 1 bath apartment to rent at 250 City Road with City Views!,flat,EC1V,One London,zoopla,https://www.zoopla.co.uk/to-rent/details/64676674/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,20-05-2023
rent,"Kempshott Road, London SW16",2,1,1,,1900,438,"A tastefully presented, split-level flat with a private garden offering excellent contemporary-style accommodation over two floors. This light ...",flat,SW16,Winkworth - Streatham,zoopla,https://www.zoopla.co.uk/to-rent/details/62320213/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,20-05-2023
rent,"Seymour Road, London N8",2,1,1,,2100,485,Two double bedroom ground floor Victorian conversion situated on the Harringay Ladder.,terraced,N8,Winkworth - Harringay,zoopla,https://www.zoopla.co.uk/to-rent/details/64676668/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,20-05-2023
rent,"Fitzjohn's Avenue, Hampstead NW3",3,3,1,,8498,1961,"Forming part of this magnificent development, a stunning 3 Bedroom duplex apartment, set over the raised ground and garden level of this ...",flat,NW3,TK International,zoopla,https://www.zoopla.co.uk/to-rent/details/64676664/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,20-05-2023
rent,"Powis Gardens, London NW11",,1,,,1200,277,Description Property Reference Number: 100684. This first floor flat comprises a separate kitchen and shower room. Perfectly located close to ...,Studio,NW11,PropertyLoop,zoopla,https://www.zoopla.co.uk/to-rent/details/64676667/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,20-05-2023
rent,"Field End Road, Ruislip, London HA4",1,1,,,1425,329,Description Property Reference Number: 100688. An immaculate and stylishly presented ground floor one bedroom apartment set within this luxury ...,flat,HA4,PropertyLoop,zoopla,https://www.zoopla.co.uk/to-rent/details/64676651/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,20-05-2023
rent,"Anson Road, Willesden Green NW2",2,1,1,,2123,490,"A second (top) floor two double bedroom flat is available to let. The flat consists of two double bedroom with fitted wardrobes, bright reception ...",flat,NW2,Find My Home,zoopla,https://www.zoopla.co.uk/to-rent/details/64676643/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,20-05-2023
rent,"Dudley Rd, Ilford London IG1",1,3,1,,900,208,"A Wonderful Massive Double room available to let in ILford .Redbridge comes with all bills inclusive, fully furnished and beautifully decorated. ...",semi-detached,IG1,LondonRoomz,zoopla,https://www.zoopla.co.uk/to-rent/details/61471305/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,20-05-2023
rent,"Barber Close, London N21",4,3,1,,3500,808,4 Bedroom House to Rent in Winchmore Hill N21.,semi-detached,N21,Oxo Property,zoopla,https://www.zoopla.co.uk/to-rent/details/64676634/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,20-05-2023
rent,"Gurney Close, Barking IG11",2,1,,,1600,369,"We are proud to offer this delightful 2 bedroom, 1 bathroom bungalow in a great location. Available to move in from 31 May 2023, this property ...",flat,IG11,OpenRent,zoopla,https://www.zoopla.co.uk/to-rent/details/64676622/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,20-05-2023
rent,"Andover Road, Twickenham TW2",3,1,,,2700,623,"A stunning two double bedroom mid-terrace home which has been tastefully refurbished by the currents owners. Bright and spacious throughout, the ...",terraced,TW2,OpenRent,zoopla,https://www.zoopla.co.uk/to-rent/details/64676623/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,20-05-2023
rent,"Cold Harbour, Canary Wharf E14",2,1,,,2200,508,Modern 2-bed flat with stunning views over the River Thames and O2 Arena. It is part of a flat complex comprised of 12 properties. The flat is ...,flat,E14,OpenRent,zoopla,https://www.zoopla.co.uk/to-rent/details/64676626/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,20-05-2023
rent,"Homer Street, London W1H",2,1,,,2925,675,2 bedroom in the heart of London. 2nd floor Very bright and airy . Very close to all London attractions . Suitable for students. 2 bedrooms 1 ...,flat,W1H,OpenRent,zoopla,https://www.zoopla.co.uk/to-rent/details/64676627/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,20-05-2023
rent,"Rope Street, London SE16",6,3,,,5300,1223,Waterside property in idyllic Canada Water available for rent.The property is available for groups of renters/students with strong guarantors/ ...,flat,SE16,OpenRent,zoopla,https://www.zoopla.co.uk/to-rent/details/64676628/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,20-05-2023
rent,"Barber Close, London N21",2,1,1,,2150,496,2 Bedroom Flat to Rent in Winchmore Hill N21.,flat,N21,Oxo Property,zoopla,https://www.zoopla.co.uk/to-rent/details/64676621/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,20-05-2023
rent,"Woodlands Park Road, London N15",4,2,,,2400,554,"The AreaA four-bedroom, 2 bathroom Victorian terraced half house split over three floors including loft conversion and private south-facing garden ...",terraced,N15,OpenRent,zoopla,https://www.zoopla.co.uk/to-rent/details/64676618/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,20-05-2023
rent,"Chapman House, Feltham TW13",2,2,,,1600,369,"must see flat ! Offering amazing living space with 2 bedroom, 2 bathroom (1 en-suite & 1 family bath), balcony all around the flat with secure ...",flat,TW13,OpenRent,zoopla,https://www.zoopla.co.uk/to-rent/details/64676620/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,20-05-2023
rent,"Sheen Road, Richmond TW9",1,,,,1800,415,"A well-presented spacious apartment with an impressive open plan reception room/kitchen leading to a huge 23 x 16 foot lower floor, currently used ...",flat,TW9,John D Wood & Co. - Richmond Lettings,zoopla,https://www.zoopla.co.uk/to-rent/details/64676728/?search_identifier=8d16c65c6ea4761adcbaaf5fb9828e31c352a33945401a65afb5f96d6a81aee9,20-05-2023
rent,"Astonville Street, London SW18",2,,,,1900,438,Beautifully-presented two bedroom garden flat on Southfields grid.,maisonette,SW18,John D Wood & Co. - Southfields Lettings,zoopla,https://www.zoopla.co.uk/to-rent/details/64676733/?search_identifier=8d16c65c6ea4761adcbaaf5fb9828e31c352a33945401a65afb5f96d6a81aee9,20-05-2023
